# PPR	PCO	BFI	SFI	TPR	BAC	DOM	OFF
1.892800000000000000e+04	4.690000000000000000e+03	6.500000000000000000e+00	1.560000000000000000e+02	4.049999999999999822e+00	1.440000000000000000e+04	8.026000000000000000e+03	0.000000000000000000e+00
